order_id,user_id,database_user_id,problem_id,database_problem_id,correct,skill_id,skill_name,ms_first_response,answer_type,attempt_count
23775511,78705,,12813,124,0,525_413,顺序结构_字符串,185771,fill_in_1,1
24976449,78705,,12949,126,0,525_529,顺序结构_浮点数,5706,choose_1,1
24972635,78705,,12981,128,0,531,分支结构,226867,algebra,1
24976062,78705,,13152,131,0,531_413,分支结构_字符串,25779,choose_1,1
24974813,78705,,13297,133,0,531_529_413,分支结构_浮点数_字符串,5866,choose_1,1
24975453,78705,,14443,138,0,531,分支结构,47332,algebra,1
24974954,78705,,14468,141,0,531,分支结构,5540,choose_1,1
24816430,78706,,13130,130,0,531,分支结构,21759,choose_1,1
24814583,78706,,14443,138,0,531,分支结构,81691,algebra,1
24816019,78706,,14468,141,0,531,分支结构,20034,choose_1,1
21284609,78707,,44718,153,0,533,函数与结构体,90350,algebra,2
23156868,78708,,86,112,1,524,程序编写,4765,fill_in_1,1
23363208,78708,,252,113,1,525,顺序结构,7859,algebra,1
23775164,78708,,810,114,0,525,顺序结构,3631,choose_1,1
23362642,78708,,1080,116,1,526,大整数加法,13328,choose_1,1
24970745,78708,,1085,117,0,525,顺序结构,14508,choose_1,1
24815202,78708,,1254,118,0,527,输入输出Scanner,10695,fill_in_1,0
24816684,78708,,2218,119,0,528,字符转换,7107,choose_1,1
23363075,78708,,4015,120,0,529_530,浮点数_数字反转,7485,choose_1,1
23156875,78708,,12470,123,0,525_413,顺序结构_字符串,4797,choose_1,1
23363232,78708,,12813,124,0,525_413,顺序结构_字符串,10953,fill_in_1,0
