order_id,user_id,problem_id,database_problem_id,correct,skill_id,skill_name,ms_first_response,answer_type,attempt_count
33161899,70746,47043,1144,0,486,方法,80797,algebra,2
22135841,78810,47043,1144,0,486,方法,42101,algebra,1
22046481,78834,47043,1144,0,486,方法,3203,algebra,1
30195098,79018,47043,1144,1,486,方法,39093,algebra,1
30551082,79060,47043,1144,1,486,方法,18398,algebra,1
29541087,86306,47043,1144,1,486,方法,94965,algebra,1
30606850,86316,47043,1144,0,486,方法,37394,algebra,5
29539418,86325,47043,1144,0,486,方法,35596,algebra,4
38291263,96262,47043,1144,1,486,方法,39093,algebra,1
38198791,96283,47043,1144,1,486,方法,18398,algebra,1
35306351,70363,47044,1145,0,438,构造函数,43016,algebra,2
30301754,78917,47044,1145,1,438,构造函数,243531,algebra,1
30665712,78990,47044,1145,0,438,构造函数,35857,algebra,2
30313727,78991,47044,1145,1,438,构造函数,159129,algebra,1
30708896,79060,47044,1145,1,438,构造函数,22968,algebra,1
30423849,79071,47044,1145,1,438,构造函数,14816,algebra,1
26199603,80174,47044,1145,1,438,构造函数,20344,algebra,1
29539863,86318,47044,1145,0,438,构造函数,91691,algebra,1
38305296,96225,47044,1145,1,438,构造函数,243531,algebra,1
38205971,96254,47044,1145,0,438,构造函数,35857,algebra,2
38154651,96255,47044,1145,1,438,构造函数,159129,algebra,1
38198794,96283,47044,1145,1,438,构造函数,22968,algebra,1
38250857,96293,47044,1145,1,438,构造函数,14816,algebra,1
32839630,70677,47045,1146,0,420,异常处理,159383,algebra,3
35035919,70756,47045,1146,0,420,异常处理,49797,algebra,2
22135639,78804,47045,1146,1,420,异常处理,43781,algebra,1
23894213,78810,47045,1146,1,420,异常处理,30516,algebra,1
22044936,78837,47045,1146,0,420,异常处理,2922,algebra,1
30309171,79061,47045,1146,1,420,异常处理,16370,algebra,1
33543290,79632,47045,1146,1,420,异常处理,20476,algebra,1
33534289,79738,47045,1146,1,420,异常处理,37116,algebra,1
29540217,86303,47045,1146,0,420,异常处理,45284,algebra,1
30959178,86308,47045,1146,0,420,异常处理,3141,algebra,1
29541975,86312,47045,1146,0,420,异常处理,25556,algebra,1
38206681,96284,47045,1146,1,420,异常处理,16370,algebra,1
22248703,78816,47046,1147,0,449,类与对象,147968,algebra,2
22260370,78834,47046,1147,0,449,类与对象,4093,algebra,1
30823128,79015,47046,1147,1,449,类与对象,87737,algebra,1
30532231,79019,47046,1147,0,449,类与对象,14737,algebra,2
30716534,79021,47046,1147,0,449,类与对象,30093,algebra,3
30563636,79029,47046,1147,1,449,类与对象,28701,algebra,1
34895293,79319,47046,1147,1,449,类与对象,34671,algebra,1
33632710,79763,47046,1147,1,449,类与对象,41094,algebra,1
26199361,80174,47046,1147,0,449,类与对象,27484,algebra,1
38298078,96259,47046,1147,1,449,类与对象,87737,algebra,1
38217703,96263,47046,1147,0,449,类与对象,14737,algebra,2
38167909,96265,47046,1147,0,449,类与对象,30093,algebra,3
38224985,96271,47046,1147,1,449,类与对象,28701,algebra,1
22135983,78807,47047,1148,1,488,标识符,76360,algebra,1
30286568,78910,47047,1148,1,488,标识符,51086,algebra,1
30301885,78912,47047,1148,1,488,标识符,17188,algebra,1
30572318,78913,47047,1148,1,488,标识符,134312,algebra,1
22135297,78928,47047,1148,0,488,标识符,24235,algebra,1
30175375,78985,47047,1148,1,488,标识符,31279,algebra,1
33636133,79763,47047,1148,1,488,标识符,54896,algebra,1
33521767,79776,47047,1148,0,488,标识符,28385,algebra,3
22041648,80715,47047,1148,0,488,标识符,80276,algebra,1
30609697,86316,47047,1148,1,488,标识符,24042,algebra,1
29542545,86318,47047,1148,1,488,标识符,35580,algebra,1
29539650,86322,47047,1148,0,488,标识符,96919,algebra,2
38278378,96218,47047,1148,1,488,标识符,51086,algebra,1
38264320,96220,47047,1148,1,488,标识符,17188,algebra,1
38140350,96221,47047,1148,1,488,标识符,134312,algebra,1
38244743,96250,47047,1148,1,488,标识符,31279,algebra,1
20433219,71826,47048,1149,1,495_511_511,静态方法_方法头_方法头,25953,algebra,1
35455978,71881,47048,1149,1,495_511_511,静态方法_方法头_方法头,608005,algebra,1
30258635,78978,47048,1149,1,495_511_511,静态方法_方法头_方法头,35927,algebra,1
30532130,79019,47048,1149,1,495_511_511,静态方法_方法头_方法头,15541,algebra,1
30298384,79066,47048,1149,1,495_511_511,静态方法_方法头_方法头,39765,algebra,1
29544031,86321,47048,1149,0,495_511_511,静态方法_方法头_方法头,5451,algebra,1
38274936,96243,47048,1149,1,495_511_511,静态方法_方法头_方法头,35927,algebra,1
38217702,96263,47048,1149,1,495_511_511,静态方法_方法头_方法头,15541,algebra,1
38270918,96288,47048,1149,1,495_511_511,静态方法_方法头_方法头,39765,algebra,1
35455910,71881,47049,1150,0,484,接口与实现类,189855,algebra,3
22133958,77962,47049,1150,0,484,接口与实现类,25563,algebra,2
22136702,78809,47049,1150,0,484,接口与实现类,86123,algebra,3
30573062,78919,47049,1150,1,484,接口与实现类,17172,algebra,1
30176688,79014,47049,1150,1,484,接口与实现类,24567,algebra,1
33633151,79763,47049,1150,1,484,接口与实现类,52082,algebra,1
33613584,79766,47049,1150,0,484,接口与实现类,29804,algebra,3
28418422,80182,47049,1150,0,484,接口与实现类,52262,algebra,3
29544559,86307,47049,1150,0,484,接口与实现类,52368,algebra,2
29545715,86310,47049,1150,0,484,接口与实现类,50925,algebra,4
29544628,86325,47049,1150,0,484,接口与实现类,38927,algebra,2
30607312,87133,47049,1150,0,484,接口与实现类,38701,algebra,2
38294766,96227,47049,1150,1,484,接口与实现类,17172,algebra,1
36371523,74459,47050,1151,0,401,文件扩展名,8355,algebra,1
23894074,78810,47050,1151,1,401,文件扩展名,30329,algebra,1
30313784,78904,47050,1151,0,401,文件扩展名,84561,algebra,3
30325023,78921,47050,1151,1,401,文件扩展名,206204,algebra,1
30846451,78971,47050,1151,1,401,文件扩展名,26953,algebra,1
30177325,78983,47050,1151,1,401,文件扩展名,16640,algebra,1
30190114,79013,47050,1151,1,401,文件扩展名,84059,algebra,1
38245431,96212,47050,1151,0,401,文件扩展名,84561,algebra,3
38146811,96229,47050,1151,1,401,文件扩展名,206204,algebra,1
38193784,96236,47050,1151,1,401,文件扩展名,26953,algebra,1
38289470,96248,47050,1151,1,401,文件扩展名,16640,algebra,1
38174799,96258,47050,1151,1,401,文件扩展名,84059,algebra,1
35455850,71881,47051,1152,0,455,Applet,45673,algebra,1
32181283,75169,47051,1152,1,455,Applet,20438,algebra,1
22135406,78805,47051,1152,0,455,Applet,30676,algebra,1
22248886,78816,47051,1152,1,455,Applet,42079,algebra,1
30304118,78905,47051,1152,1,455,Applet,89544,algebra,1
30665882,78990,47051,1152,1,455,Applet,34749,algebra,1
30194706,78992,47051,1152,1,455,Applet,61813,algebra,1
30309154,79061,47051,1152,1,455,Applet,15288,algebra,1
30573645,79075,47051,1152,1,455,Applet,12220,algebra,1
33400733,79736,47051,1152,1,455,Applet,21968,algebra,1
33526311,79742,47051,1152,1,455,Applet,34850,algebra,1
25023223,80175,47051,1152,1,455,Applet,3887405,algebra,1
22136223,80650,47051,1152,0,455,Applet,231716,algebra,1
33342265,85088,47051,1152,1,455,Applet,45429,algebra,1
29540386,86316,47051,1152,0,455,Applet,8171,algebra,2
29542591,86321,47051,1152,0,455,Applet,41261,algebra,3
38178958,96213,47051,1152,1,455,Applet,89544,algebra,1
38205972,96254,47051,1152,1,455,Applet,34749,algebra,1
38248783,96256,47051,1152,1,455,Applet,61813,algebra,1
38206680,96284,47051,1152,1,455,Applet,15288,algebra,1
38211409,96296,47051,1152,1,455,Applet,12220,algebra,1
22044281,78833,47052,1153,0,452,java源文件,19673,algebra,3
31508939,78903,47052,1153,1,452,java源文件,113626,algebra,1
30634593,78923,47052,1153,1,452,java源文件,80536,algebra,1
30278966,78989,47052,1153,1,452,java源文件,42972,algebra,1
30824065,79019,47052,1153,1,452,java源文件,9988,algebra,1
30550917,79060,47052,1153,1,452,java源文件,20487,algebra,1
30563531,79064,47052,1153,1,452,java源文件,29106,algebra,1
33411302,79740,47052,1153,1,452,java源文件,27820,algebra,1
33538583,79761,47052,1153,1,452,java源文件,36760,algebra,1
22043603,80715,47052,1153,1,452,java源文件,22920,algebra,1
33618944,84981,47052,1153,1,452,java源文件,20089,algebra,1
30807850,87132,47052,1153,1,452,java源文件,30903,algebra,1
38221112,96211,47052,1153,1,452,java源文件,113626,algebra,1
38168873,96231,47052,1153,1,452,java源文件,80536,algebra,1
38215599,96253,47052,1153,1,452,java源文件,42972,algebra,1
38217713,96263,47052,1153,1,452,java源文件,9988,algebra,1
38198790,96283,47052,1153,1,452,java源文件,20487,algebra,1
38176459,96287,47052,1153,1,452,java源文件,29106,algebra,1
22260306,78834,47053,1154,0,411,数据类型,2598,algebra,3
22045794,78836,47053,1154,0,411,数据类型,149401,algebra,1
30319347,78909,47053,1154,1,411,数据类型,20202,algebra,1
30823826,79019,47053,1154,1,411,数据类型,20638,algebra,1
30131021,79022,47053,1154,0,411,数据类型,39025,algebra,5
30199226,79033,47053,1154,1,411,数据类型,21175,algebra,1
33521831,79776,47053,1154,0,411,数据类型,23621,algebra,2
30612123,87132,47053,1154,0,411,数据类型,46868,algebra,3
30607285,87135,47053,1154,0,411,数据类型,17314,algebra,1
38268443,96217,47053,1154,1,411,数据类型,20202,algebra,1
38217707,96263,47053,1154,1,411,数据类型,20638,algebra,1
38186272,96266,47053,1154,0,411,数据类型,39025,algebra,5
38301424,96275,47053,1154,1,411,数据类型,21175,algebra,1
32833342,71740,47054,1155,0,522,字符集,26795,algebra,2
22136433,77967,47054,1155,1,522,字符集,61341,algebra,1
22135780,78805,47054,1155,0,522,字符集,11939,algebra,2
30823855,79019,47054,1155,1,522,字符集,15673,algebra,1
30585109,79026,47054,1155,1,522,字符集,37183,algebra,1
33526341,79742,47054,1155,0,522,字符集,14852,algebra,2
29542627,86312,47054,1155,0,522,字符集,3980,algebra,1
38217712,96263,47054,1155,1,522,字符集,15673,algebra,1
38257047,96269,47054,1155,1,522,字符集,37183,algebra,1
20433270,71826,47055,1156,1,432,访问控制,36672,algebra,1
30299714,78916,47055,1156,1,432,访问控制,49781,algebra,1
30199386,79031,47055,1156,1,432,访问控制,32828,algebra,1
30302186,79062,47055,1156,1,432,访问控制,18506,algebra,1
34895220,79319,47055,1156,1,432,访问控制,119189,algebra,1
33534247,79748,47055,1156,1,432,访问控制,111736,algebra,1
33506254,79774,47055,1156,1,432,访问控制,261807,algebra,1
34946593,80807,47055,1156,1,432,访问控制,29993,algebra,1
34269083,90433,47055,1156,1,432,访问控制,162302,algebra,1
38283445,96224,47055,1156,1,432,访问控制,49781,algebra,1
38267733,96273,47055,1156,1,432,访问控制,32828,algebra,1
38241389,96285,47055,1156,1,432,访问控制,18506,algebra,1
22136306,78807,47056,1157,0,410,入口方法,27500,algebra,1
22135928,78811,47056,1157,1,410,入口方法,54443,algebra,1
22043553,78837,47056,1157,0,410,入口方法,77102,algebra,27
30716347,79021,47056,1157,0,410,入口方法,32120,algebra,2
30529641,79023,47056,1157,1,410,入口方法,15801,algebra,1
30545393,79060,47056,1157,1,410,入口方法,19100,algebra,1
33518253,79740,47056,1157,0,410,入口方法,24247,algebra,2
33399732,79764,47056,1157,1,410,入口方法,39903,algebra,1
33613682,79766,47056,1157,1,410,入口方法,29141,algebra,1
28139543,80182,47056,1157,0,410,入口方法,64803,algebra,1
22445165,80717,47056,1157,1,410,入口方法,28078,algebra,1
35722362,83177,47056,1157,1,410,入口方法,104969,algebra,1
29545163,86313,47056,1157,0,410,入口方法,73232,algebra,1
38167910,96265,47056,1157,0,410,入口方法,32120,algebra,2
38134642,96267,47056,1157,1,410,入口方法,15801,algebra,1
38198786,96283,47056,1157,1,410,入口方法,19100,algebra,1
35511681,70746,47057,1158,0,466,多线程同步,6265,algebra,10
32833375,71740,47057,1158,1,466,多线程同步,22906,algebra,1
20428259,71877,47057,1158,1,466,多线程同步,31203,algebra,1
22135473,78804,47057,1158,0,466,多线程同步,18266,algebra,1
31745611,78914,47057,1158,0,466,多线程同步,40303,algebra,3
30174737,78984,47057,1158,1,466,多线程同步,40391,algebra,1
30194857,79023,47057,1158,1,466,多线程同步,18287,algebra,1
30303001,79074,47057,1158,1,466,多线程同步,230534,algebra,1
33541363,79760,47057,1158,1,466,多线程同步,38727,algebra,1
33763290,79762,47057,1158,1,466,多线程同步,37122,algebra,1
33506215,79774,47057,1158,0,466,多线程同步,34563,algebra,2
22445155,80717,47057,1158,1,466,多线程同步,30922,algebra,1
30958750,86308,47057,1158,0,466,多线程同步,11344,algebra,2
30608792,86316,47057,1158,1,466,多线程同步,28793,algebra,1
38149172,96222,47057,1158,0,466,多线程同步,40303,algebra,3
38258530,96249,47057,1158,1,466,多线程同步,40391,algebra,1
38134630,96267,47057,1158,1,466,多线程同步,18287,algebra,1
38286358,96295,47057,1158,1,466,多线程同步,230534,algebra,1
23892334,78810,47058,1159,0,517,抽象类和抽象方法,133220,algebra,3
22308330,78817,47058,1159,0,517,抽象类和抽象方法,109593,algebra,2
30301783,78912,47058,1159,1,517,抽象类和抽象方法,54826,algebra,1
30531057,79019,47058,1159,0,517,抽象类和抽象方法,23351,algebra,6
30530001,79023,47058,1159,1,517,抽象类和抽象方法,11564,algebra,1
30587035,79026,47058,1159,1,517,抽象类和抽象方法,51393,algebra,1
33543150,79632,47058,1159,0,517,抽象类和抽象方法,56240,algebra,2
33763124,79762,47058,1159,0,517,抽象类和抽象方法,30715,algebra,5
33521852,79776,47058,1159,1,517,抽象类和抽象方法,23126,algebra,1
22043428,80715,47058,1159,1,517,抽象类和抽象方法,34247,algebra,1
22445133,80717,47058,1159,1,517,抽象类和抽象方法,80828,algebra,1
29545942,86307,47058,1159,0,517,抽象类和抽象方法,69738,algebra,2
31383437,86308,47058,1159,1,517,抽象类和抽象方法,55123,algebra,1
31044088,87503,47058,1159,1,517,抽象类和抽象方法,66047,algebra,1
38264319,96220,47058,1159,1,517,抽象类和抽象方法,54826,algebra,1
38217697,96263,47058,1159,0,517,抽象类和抽象方法,23351,algebra,6
38134646,96267,47058,1159,1,517,抽象类和抽象方法,11564,algebra,1
38257046,96269,47058,1159,1,517,抽象类和抽象方法,51393,algebra,1
35460706,71881,47059,1160,0,406,文件操作,54304,algebra,1
22250010,78805,47059,1160,1,406,文件操作,160970,algebra,1
23893117,78810,47059,1160,1,406,文件操作,37656,algebra,1
30220512,79027,47059,1160,1,406,文件操作,25012,algebra,1
30423306,79071,47059,1160,0,406,文件操作,32462,algebra,2
30289196,79217,47059,1160,1,406,文件操作,108616,algebra,1
33541200,79760,47059,1160,1,406,文件操作,41112,algebra,1
22042155,80715,47059,1160,1,406,文件操作,34428,algebra,1
33619053,84981,47059,1160,1,406,文件操作,23157,algebra,1
34270486,90433,47059,1160,1,406,文件操作,58587,algebra,1
38240639,96270,47059,1160,1,406,文件操作,25012,algebra,1
38250856,96293,47059,1160,0,406,文件操作,32462,algebra,2
38161434,96297,47059,1160,1,406,文件操作,108616,algebra,1
22135923,78814,47060,1161,0,410,入口方法,92197,algebra,1
22135788,78818,47060,1161,1,410,入口方法,133875,algebra,1
31745641,78914,47060,1161,0,410,入口方法,26641,algebra,3
30466617,78920,47060,1161,1,410,入口方法,10324,algebra,1
30179126,78981,47060,1161,1,410,入口方法,57412,algebra,1
33543236,79632,47060,1161,1,410,入口方法,25377,algebra,1
33620805,79750,47060,1161,1,410,入口方法,45406,algebra,1
33633412,79763,47060,1161,1,410,入口方法,78614,algebra,1
33613729,79766,47060,1161,1,410,入口方法,26508,algebra,1
28418719,80182,47060,1161,1,410,入口方法,31421,algebra,1
30602608,86307,47060,1161,1,410,入口方法,33898,algebra,1
29544133,86321,47060,1161,0,410,入口方法,3740,algebra,1
38149175,96222,47060,1161,0,410,入口方法,26641,algebra,3
38209155,96228,47060,1161,1,410,入口方法,10324,algebra,1
38190735,96246,47060,1161,1,410,入口方法,57412,algebra,1
35511604,70746,47061,1162,0,428,取模运算,42547,algebra,3
23893875,78810,47061,1162,1,428,取模运算,45641,algebra,1
22045206,78839,47061,1162,1,428,取模运算,108423,algebra,1
30190074,79013,47061,1162,1,428,取模运算,39748,algebra,1
30300192,79054,47061,1162,1,428,取模运算,17460,algebra,1
29544543,86314,47061,1162,0,428,取模运算,77469,algebra,1
38174798,96258,47061,1162,1,428,取模运算,39748,algebra,1
38237243,96277,47061,1162,1,428,取模运算,17460,algebra,1
35934740,70874,47062,1163,1,450,继承,36500,algebra,1
22135462,78818,47062,1163,1,450,继承,175875,algebra,1
30319178,78909,47062,1163,1,450,继承,25782,algebra,1
30191425,79034,47062,1163,0,450,继承,23433,algebra,3
30543086,79056,47062,1163,1,450,继承,19331,algebra,1
33610737,79772,47062,1163,1,450,继承,36476,algebra,1
33605114,79776,47062,1163,0,450,继承,27471,algebra,2
38268442,96217,47062,1163,1,450,继承,25782,algebra,1
38303037,96276,47062,1163,0,450,继承,23433,algebra,3
38187187,96279,47062,1163,1,450,继承,19331,algebra,1
30195530,78073,47063,1164,0,407,数组访问,37827,algebra,3
22161464,78806,47063,1164,0,407,数组访问,63628,algebra,2
24312953,78809,47063,1164,1,407,数组访问,48255,algebra,1
23580399,78813,47063,1164,0,407,数组访问,5547,algebra,1
22134921,78817,47063,1164,0,407,数组访问,71535,algebra,4
30305472,78906,47063,1164,1,407,数组访问,20282,algebra,1
30573093,78919,47063,1164,1,407,数组访问,11782,algebra,1
29542494,86307,47063,1164,0,407,数组访问,93999,algebra,3
30958175,86308,47063,1164,1,407,数组访问,41719,algebra,1
30612524,87132,47063,1164,0,407,数组访问,51804,algebra,1
38156079,96210,47063,1164,0,407,数组访问,37827,algebra,3
38229659,96214,47063,1164,1,407,数组访问,20282,algebra,1
38294771,96227,47063,1164,1,407,数组访问,11782,algebra,1
33155814,70707,47064,1165,1,472,paint,39498,algebra,1
35934755,70874,47064,1165,1,472,paint,26296,algebra,1
22136276,78815,47064,1165,0,472,paint,27672,algebra,1
22247960,78816,47064,1165,0,472,paint,792562,algebra,3
30847452,78971,47064,1165,1,472,paint,29727,algebra,1
30200242,79021,47064,1165,0,472,paint,115695,algebra,3
30688882,79024,47064,1165,1,472,paint,28361,algebra,1
30191491,79034,47064,1165,1,472,paint,21423,algebra,1
33400546,79736,47064,1165,0,472,paint,79844,algebra,2
33546085,79747,47064,1165,1,472,paint,27343,algebra,1
33526975,79749,47064,1165,1,472,paint,70433,algebra,1
33540100,79769,47064,1165,1,472,paint,31950,algebra,1
22513711,80650,47064,1165,0,472,paint,95427,algebra,2
38193788,96236,47064,1165,1,472,paint,29727,algebra,1
38167905,96265,47064,1165,0,472,paint,115695,algebra,3
38157103,96268,47064,1165,1,472,paint,28361,algebra,1
38303038,96276,47064,1165,1,472,paint,21423,algebra,1
20427653,71877,47065,1166,1,411,数据类型,36280,algebra,1
30173541,78970,47065,1166,1,411,数据类型,38757,algebra,1
30174649,78972,47065,1166,1,411,数据类型,55954,algebra,1
30665747,78990,47065,1166,1,411,数据类型,30980,algebra,1
30531920,79019,47065,1166,0,411,数据类型,32909,algebra,2
30958036,86308,47065,1166,0,411,数据类型,43593,algebra,3
29543045,86322,47065,1166,1,411,数据类型,43807,algebra,1
38172942,96235,47065,1166,1,411,数据类型,38757,algebra,1
38195350,96237,47065,1166,1,411,数据类型,55954,algebra,1
38205970,96254,47065,1166,1,411,数据类型,30980,algebra,1
38217700,96263,47065,1166,0,411,数据类型,32909,algebra,2
22136006,77967,47066,1167,0,493,方法重载,5533,algebra,5
22135864,78805,47066,1167,1,493,方法重载,30860,algebra,1
22134230,78817,47066,1167,0,493,方法重载,126889,algebra,1
22045440,78837,47066,1167,0,493,方法重载,3815,algebra,1
22166841,78843,47066,1167,1,493,方法重载,85675,algebra,1
30303695,78908,47066,1167,0,493,方法重载,28737,algebra,2
30309335,78911,47066,1167,0,493,方法重载,38189,algebra,5
30429902,78918,47066,1167,1,493,方法重载,56453,algebra,1
30318620,79069,47066,1167,1,493,方法重载,77420,algebra,1
33387483,79744,47066,1167,1,493,方法重载,24887,algebra,1
29542323,86318,47066,1167,1,493,方法重载,38412,algebra,1
38261503,96216,47066,1167,0,493,方法重载,28737,algebra,2
38291978,96219,47066,1167,0,493,方法重载,38189,algebra,5
38232146,96226,47066,1167,1,493,方法重载,56453,algebra,1
38142709,96291,47066,1167,1,493,方法重载,77420,algebra,1
28673680,70759,47067,1168,1,434,构造方法,107480,algebra,1
22136382,78815,47067,1168,1,434,构造方法,48125,algebra,1
22044480,78839,47067,1168,0,434,构造方法,62938,algebra,1
30198783,78974,47067,1168,1,434,构造方法,43828,algebra,1
28141082,80182,47067,1168,1,434,构造方法,33259,algebra,1
30607801,86316,47067,1168,1,434,构造方法,32650,algebra,1
30607351,87132,47067,1168,0,434,构造方法,77854,algebra,2
38304544,96239,47067,1168,1,434,构造方法,43828,algebra,1
35305403,70363,47068,1169,0,455,Applet,24906,algebra,1
22135500,78807,47068,1169,0,455,Applet,23828,algebra,3
22136531,78816,47068,1169,0,455,Applet,105106,algebra,3
30573042,78919,47068,1169,1,455,Applet,17766,algebra,1
30251388,78970,47068,1169,0,455,Applet,15533,algebra,1
30448440,78978,47068,1169,1,455,Applet,40107,algebra,1
30528856,79023,47068,1169,1,455,Applet,19627,algebra,1
30436118,79062,47068,1169,1,455,Applet,19506,algebra,1
30303356,79074,47068,1169,1,455,Applet,12488,algebra,1
33619444,79765,47068,1169,1,455,Applet,88125,algebra,1
33241090,85088,47068,1169,1,455,Applet,105577,algebra,1
29541340,86325,47068,1169,0,455,Applet,170334,algebra,9
38294767,96227,47068,1169,1,455,Applet,17766,algebra,1
38172955,96235,47068,1169,0,455,Applet,15533,algebra,1
38274948,96243,47068,1169,1,455,Applet,40107,algebra,1
38134638,96267,47068,1169,1,455,Applet,19627,algebra,1
38241395,96285,47068,1169,1,455,Applet,19506,algebra,1
38286359,96295,47068,1169,1,455,Applet,12488,algebra,1
20427850,71877,47069,1170,1,449,类与对象,66249,algebra,1
30195154,79018,47069,1170,1,449,类与对象,39842,algebra,1
30529804,79023,47069,1170,1,449,类与对象,23164,algebra,1
33546113,79747,47069,1170,0,449,类与对象,41448,algebra,1
26199684,80174,47069,1170,0,449,类与对象,52438,algebra,1
29545668,86307,47069,1170,1,449,类与对象,47666,algebra,1
30608616,86316,47069,1170,1,449,类与对象,32229,algebra,1
29543640,86321,47069,1170,0,449,类与对象,3448,algebra,0
29541861,86322,47069,1170,0,449,类与对象,64640,algebra,0
38291262,96262,47069,1170,1,449,类与对象,39842,algebra,1
38134644,96267,47069,1170,1,449,类与对象,23164,algebra,1
30319395,78909,47072,1171,1,405,方法返回类型,35225,algebra,1
30309473,78911,47072,1171,1,405,方法返回类型,95347,algebra,1
30470572,78915,47072,1171,1,405,方法返回类型,29285,algebra,1
30665763,78990,47072,1171,0,405,方法返回类型,32841,algebra,1
33598604,79682,47072,1171,1,405,方法返回类型,40170,algebra,1
34946601,80807,47072,1171,1,405,方法返回类型,23820,algebra,1
29539288,86324,47072,1171,0,405,方法返回类型,169162,algebra,0
29542904,86325,47072,1171,0,405,方法返回类型,83734,algebra,1
38268440,96217,47072,1171,1,405,方法返回类型,35225,algebra,1
38291977,96219,47072,1171,1,405,方法返回类型,95347,algebra,1
38201620,96223,47072,1171,1,405,方法返回类型,29285,algebra,1
38205968,96254,47072,1171,0,405,方法返回类型,32841,algebra,1
33305580,72378,47075,1172,1,517,抽象类和抽象方法,42058,algebra,1
22134497,78817,47075,1172,0,517,抽象类和抽象方法,39249,algebra,1
22135005,78819,47075,1172,0,517,抽象类和抽象方法,90815,algebra,0
30823523,79019,47075,1172,0,517,抽象类和抽象方法,35123,algebra,1
30301558,79070,47075,1172,1,517,抽象类和抽象方法,44008,algebra,1
33400649,79736,47075,1172,1,517,抽象类和抽象方法,71375,algebra,1
33396825,79739,47075,1172,1,517,抽象类和抽象方法,31562,algebra,1
33763330,79762,47075,1172,0,517,抽象类和抽象方法,20745,algebra,1
29541952,86309,47075,1172,1,517,抽象类和抽象方法,79943,algebra,1
38217704,96263,47075,1172,0,517,抽象类和抽象方法,35123,algebra,1
38218561,96292,47075,1172,1,517,抽象类和抽象方法,44008,algebra,1
33305625,72378,47078,1173,1,452,java源文件,39842,algebra,1
26427637,78675,47078,1173,1,452,java源文件,26156,algebra,1
22135042,78812,47078,1173,0,452,java源文件,85342,algebra,1
23895755,78813,47078,1173,0,452,java源文件,221911,algebra,1
30251403,78970,47078,1173,1,452,java源文件,34382,algebra,1
30422735,79071,47078,1173,0,452,java源文件,41315,algebra,1
26199515,80174,47078,1173,1,452,java源文件,51781,algebra,1
29542828,86308,47078,1173,0,452,java源文件,49064,algebra,1
30807249,87132,47078,1173,0,452,java源文件,85554,algebra,1
38172953,96235,47078,1173,1,452,java源文件,34382,algebra,1
38250854,96293,47078,1173,0,452,java源文件,41315,algebra,1
35305686,70363,47081,1174,0,447,赋值语句,55499,algebra,0
32181261,75169,47081,1174,0,447,赋值语句,108831,algebra,1
